CellID	CD45	CD20	CD19	CD8a	CD56	CD123	CD38	Vimentin	CD14	CD68	CD45_RA	CD31	CD66b	CD3	CD25	CD45_RO	HLA_DR	CD8_CK18	CD4	DNA1	DNA2	CD16	x	y	column_centroid	row_centroid	Area	MajorAxisLength	MinorAxisLength	Eccentricity	Solidity	Extent	Orientation
80	2.657657658	0.027027027	0.054054054	0.054054054	0.027027027	0.018018018	0.009009009	0.108108108	0.18018018	0.144144144	0.027027027	0.243243243	0.09009009	0.054054054	0.081081081	5.837837838	0.153153153	0.009009009	0.081081081	8.405405405	13.36036036	0.972972973	807.0422718309669	362.6040260721726	342.1081081	99.78378378	111	13.46237491	10.88642078	0.588282764	0.888	0.656804734	1.34077807
81	2.851485149	0.01980198	0.01980198	0.03960396	0.01980198	0.02970297	0.03960396	0.168316832	0.178217822	0.148514851	0.069306931	0.079207921	0.108910891	0.01980198	0.079207921	5.811881188	0.168316832	0.00990099	0.079207921	7.415841584	12.31683168	0.900990099	677.8900117200849	486.51935213810884	37.23762376	99.58415842	101	13.01518777	10.4665429	0.594386964	0.901785714	0.647435897	-0.737363235
82	1.128712871	0.00990099	0.03960396	0.02970297	0.01980198	0.04950495	0.00990099	0.96039604	0.108910891	0.079207921	0.02970297	0.128712871	0.108910891	0.02970297	0.01980198	1.98019802	0.079207921	0.00990099	0.01980198	6.227722772	10.6039604	0.653465347	816.9111774224339	354.6691846700369	363.5940594	101.6831683	101	13.51727566	10.86236772	0.595181244	0.841666667	0.647435897	-1.300919046
83	2.563636364	0.045454545	0.018181818	0.472727273	0.009090909	0.036363636	0.018181818	0.090909091	0.145454545	0.209090909	0.109090909	0.181818182	0.072727273	0.009090909	0.045454545	4.536363636	0.181818182	0.018181818	0.109090909	7.190909091	13.39090909	0.809090909	733.4871821186655	437.0864509409439	163.8636364	104.4727273	110	13.13392219	10.97723814	0.549044923	0.894308943	0.705128205	-1.452466987
84	0.593495935	0.18699187	0.048780488	0.024390244	0.0	0.008130081	0.0	0.195121951	0.024390244	0.024390244	1.105691057	0.105691057	0.040650407	0.008130081	0.016260163	0.162601626	0.032520325	0.040650407	0.032520325	11.37398374	18.99186992	0.894308943	713.4848144143122	456.9638393099879	115.8373984	105.2845528	123	13.07071825	12.02938333	0.391141146	0.976190476	0.788461538	1.104502512
85	2.512	0.04	0.064	0.04	0.008	0.016	0.072	0.176	0.256	0.248	0.088	0.16	0.056	0.04	0.032	5.432	0.096	0.048	0.024	7.216	12.6	0.872	779.2949305648303	394.40653732104596	270.496	106.104	125	13.0653205	12.30691221	0.335745972	0.968992248	0.686813187	-1.193866429
86	4.013333333	0.093333333	0.0	0.013333333	0.08	0.0	0.04	1.8	0.16	0.08	6.373333333	0.026666667	0.226666667	0.013333333	0.0	0.68	0.053333333	0.0	0.08	14.41333333	23.66666667	0.853333333	786.6840281245865	389.24209053829605	285.6666667	108.48	75	10.48227326	9.24145206	0.471947401	0.949367089	0.681818182	-1.373981892
87	1.934210526	1.026315789	0.026315789	0.0	0.0	0.118421053	0.026315789	0.263157895	0.105263158	0.105263158	8.328947368	0.092105263	0.157894737	0.039473684	0.013157895	0.171052632	0.039473684	0.013157895	0.039473684	14.57894737	25.35526316	0.894736842	796.3696260518399	381.06737280407367	307.2105263	109.8684211	76	10.15505683	9.574870484	0.333168657	0.962025316	0.76	-0.858742292
88	3.0	0.735849057	0.018867925	0.018867925	0.056603774	0.188679245	0.018867925	0.226415094	0.075471698	0.075471698	8.283018868	0.188679245	0.20754717	0.018867925	0.018867925	0.339622642	0.301886792	0.113207547	0.113207547	14.75471698	24.41509434	1.037735849	809.6587852057766	367.97736997573526	338.9811321	109.4716981	53	9.428087568	7.488243115	0.607593234	0.963636364	0.736111111	-0.1068681
89	3.211111111	0.033333333	0.011111111	0.011111111	0.011111111	0.022222222	0.022222222	1.488888889	0.077777778	0.033333333	0.111111111	0.077777778	0.155555556	1.355555556	0.022222222	5.466666667	0.233333333	0.044444444	1.7	11.46666667	19.83333333	0.833333333	744.7472930577597	430.877123042896	185.0222222	110.1333333	90	11.19285349	10.29049813	0.393367975	0.989010989	0.818181818	-1.319464004
90	4.0	0.076923077	0.0	0.030769231	0.030769231	0.0	0.0	1.892307692	0.123076923	0.138461538	1.646153846	0.323076923	0.261538462	2.415384615	0.092307692	1.830769231	0.076923077	0.030769231	2.523076923	15.83076923	25.61538462	1.230769231	806.6471958680986	372.1273681713105	330.3846154	111.0153846	65	9.676804916	8.621325726	0.454146753	0.955882353	0.802469136	0.490798646
91	2.585365854	0.073170732	0.024390244	0.036585366	0.073170732	0.06097561	0.0	0.756097561	0.085365854	0.012195122	0.207317073	0.182926829	0.243902439	2.487804878	0.036585366	5.829268293	0.219512195	0.0	1.451219512	11.98780488	20.73170732	1.109756098	705.7383320259479	468.8008457265693	92.35365854	110.6829268	82	10.54570082	9.922032591	0.338794414	0.931818182	0.745454545	-0.184610751
92	2.528089888	0.033707865	0.0	0.04494382	0.033707865	0.0	0.033707865	1.269662921	0.04494382	0.101123596	6.325842697	0.179775281	0.101123596	1.471910112	0.02247191	0.303370787	0.011235955	0.02247191	0.06741573	12.40449438	21.21348315	1.078651685	762.1571866342024	414.9025684937624	225.258427	111.0561798	89	10.98559882	10.42446536	0.315513783	0.936842105	0.73553719	0.68244671
93	2.765765766	0.027027027	0.036036036	0.036036036	0.0	0.009009009	0.0	0.045045045	0.207207207	0.27027027	0.144144144	0.108108108	0.027027027	0.027027027	0.018018018	5.855855856	0.216216216	0.0	0.054054054	8.153153153	13.53153153	1.117117117	815.4350220446402	365.0951561139146	349.4774775	112.7477477	111	12.17538559	11.70333305	0.275751546	0.956896552	0.711538462	1.059519949
94	2.971698113	0.047169811	0.018867925	0.037735849	0.0	0.009433962	0.037735849	0.198113208	0.08490566	0.198113208	0.103773585	0.169811321	0.226415094	0.066037736	0.018867925	6.179245283	0.188679245	0.047169811	0.103773585	10.0	15.11320755	1.424528302	741.2796357654053	437.08762704433127	173.4339623	113.6698113	106	12.35267992	11.08853554	0.44068393	0.972477064	0.803030303	-0.502013284
95	2.792592593	0.066666667	0.022222222	0.037037037	0.014814815	0.014814815	0.044444444	0.103703704	0.088888889	0.214814815	0.037037037	0.088888889	0.066666667	0.044444444	0.02962963	6.133333333	0.177777778	0.0	0.059259259	7.148148148	11.75555556	1.214814815	687.0061219893335	490.37195245595353	43.88888889	115.0740741	135	14.01086409	12.33735648	0.473941317	0.964285714	0.692307692	1.519337472
96	3.709090909	0.072727273	0.0	0.018181818	0.109090909	0.018181818	0.054545455	1.072727273	0.109090909	0.090909091	10.10909091	0.054545455	0.181818182	0.0	0.018181818	0.509090909	0.018181818	0.036363636	0.0	14.63636364	22.18181818	1.309090909	736.6148583621374	442.0599660350984	161.8363636	114.2727273	55	10.52897614	6.977520002	0.748887708	0.93220339	0.611111111	0.829010536
97	3.0625	0.107142857	0.026785714	0.008928571	0.0	0.008928571	0.008928571	0.098214286	0.142857143	0.107142857	0.214285714	0.205357143	0.089285714	0.008928571	0.044642857	6.491071429	0.348214286	0.035714286	0.160714286	9.017857143	14.99107143	1.392857143	793.4273752938254	388.24615818267296	295.125	115.2142857	112	12.51780701	11.50303498	0.394411987	0.957264957	0.662721893	-0.491541991
98	2.586206897	2.103448276	0.0	0.08045977	0.034482759	0.264367816	0.045977011	0.425287356	0.091954023	0.114942529	10.20689655	0.091954023	0.298850575	0.068965517	0.034482759	0.425287356	0.137931034	0.011494253	0.011494253	12.63218391	22.89655172	1.333333333	725.4981467440759	453.92151175646956	134.183908	115.7241379	87	11.81385136	9.410590883	0.604542813	0.966666667	0.790909091	-1.028658185
99	2.076271186	0.016949153	0.0	0.042372881	0.042372881	0.008474576	0.059322034	0.059322034	0.118644068	0.177966102	0.118644068	0.13559322	0.152542373	0.093220339	0.008474576	4.076271186	0.144067797	0.025423729	0.06779661	7.398305085	11.50847458	1.211864407	759.3240037061928	421.05592549062766	214.5169492	115.2711864	118	13.53153636	11.375903	0.541508004	0.929133858	0.756410256	0.359691831
100	2.5	0.03125	0.020833333	0.020833333	0.052083333	0.052083333	0.0	0.083333333	0.1875	0.09375	0.135416667	0.239583333	0.177083333	0.010416667	0.072916667	6.28125	0.145833333	0.041666667	0.09375	7.03125	11.15625	1.364583333	831.1896315348813	352.75141381004164	383.3958333	116.1770833	96	13.02031114	9.931237784	0.646693876	0.914285714	0.671328671	0.213975421
101	2.896226415	0.018867925	0.037735849	0.018867925	0.0	0.056603774	0.009433962	0.141509434	0.216981132	0.198113208	0.198113208	0.245283019	0.103773585	0.075471698	0.113207547	5.783018868	0.216981132	0.018867925	0.056603774	7.424528302	11.83018868	1.405660377	730.4402387879943	449.6362678066518	145.3113208	116.2924528	106	14.06028796	9.927684797	0.708132309	0.929824561	0.741258741	-0.248645027
102	3.159574468	0.010638298	0.042553191	0.021276596	0.010638298	0.053191489	0.021276596	0.106382979	0.138297872	0.095744681	0.095744681	0.127659574	0.106382979	0.074468085	0.031914894	5.85106383	0.223404255	0.010638298	0.074468085	9.361702128	15.04255319	1.734042553	698.346877633488	482.44774324864346	67.17021277	118.7234043	94	13.5784241	9.02846751	0.746921023	0.930693069	0.602564103	-0.624144335
103	4.071428571	0.035714286	0.011904762	0.0	0.035714286	0.023809524	0.011904762	2.547619048	0.142857143	0.142857143	0.166666667	0.154761905	0.321428571	1.630952381	0.130952381	6.119047619	0.166666667	0.011904762	2.964285714	13.35714286	22.75	1.523809524	828.0494389865864	357.9694817481559	373.3809524	118.8809524	84	10.8967804	10.07812318	0.380279432	0.943820225	0.763636364	1.438249408
104	3.413793103	4.620689655	0.034482759	0.0	0.034482759	0.114942529	0.08045977	1.356321839	0.149425287	0.183908046	11.63218391	0.333333333	0.24137931	0.068965517	0.022988506	0.218390805	0.172413793	0.045977011	0.022988506	12.16091954	18.64367816	1.494252874	679.2116882068108	501.8984731393751	20.71264368	120.0344828	87	10.90177245	10.26072212	0.337856578	0.97752809	0.719008264	0.135339972
105	3.907692308	0.246153846	0.030769231	0.046153846	0.015384615	0.415384615	0.246153846	10.98461538	4.2	3.969230769	5.707692308	0.353846154	0.353846154	0.092307692	0.030769231	0.538461538	0.076923077	0.015384615	0.553846154	13.86153846	23.78461538	1.8	736.7270275086032	446.953019287285	156.2	120.4153846	65	10.87552374	7.808228172	0.696080838	0.984848485	0.590909091	0.726450024
106	2.348148148	0.022222222	0.007407407	0.022222222	0.044444444	0.007407407	0.007407407	0.081481481	0.059259259	0.177777778	0.088888889	0.074074074	0.074074074	0.044444444	0.044444444	4.896296296	0.22962963	0.022222222	0.014814815	6.82962963	11.04444444	1.303703704	773.3731277031702	411.3482766994262	243.2296296	119.9259259	135	13.5451775	12.70099276	0.34750977	0.971223022	0.741758242	-0.990700395
107	3.164556962	0.0	0.025316456	0.063291139	0.0	0.050632911	0.0	1.46835443	0.151898734	0.088607595	0.367088608	0.126582278	0.17721519	1.493670886	0.050632911	2.898734177	0.075949367	0.012658228	0.050632911	14.13924051	21.65822785	1.455696203	703.720062657958	480.6333345540285	75.91139241	122.835443	79	11.74764827	9.066055868	0.635945849	0.918604651	0.652892562	-0.618131602
108	2.569343066	0.02919708	0.051094891	0.01459854	0.01459854	0.00729927	0.02189781	0.080291971	0.240875912	0.138686131	0.04379562	0.189781022	0.124087591	0.072992701	0.058394161	5.284671533	0.145985401	0.00729927	0.04379562	7.408759124	12.29927007	1.605839416	754.0774676847482	432.4181615331591	194.6642336	123.0364964	137	13.57160285	12.86996868	0.317371448	0.964788732	0.752747253	-1.202800612
109	2.113043478	0.034782609	0.034782609	0.034782609	0.0	0.069565217	0.008695652	0.2	0.156521739	0.217391304	0.182608696	0.12173913	0.095652174	0.008695652	0.008695652	4.165217391	0.12173913	0.069565217	0.069565217	8.713043478	14.60869565	1.217391304	744.360790725269	443.6984644626163	169.4173913	125.426087	115	13.47419553	11.10999847	0.565805257	0.950413223	0.737179487	1.023961836
110	3.035087719	0.043859649	0.035087719	0.043859649	0.026315789	0.00877193	0.043859649	0.070175439	0.140350877	0.149122807	0.122807018	0.096491228	0.122807018	0.070175439	0.026315789	5.666666667	0.166666667	0.035087719	0.078947368	7.903508772	13.5	1.543859649	817.2525611622807	374.60204223166704	340.4912281	126.5701754	114	13.3974472	11.22373572	0.546051184	0.93442623	0.730769231	1.404999813
111	2.201612903	0.032258065	0.024193548	0.024193548	0.0	0.024193548	0.040322581	0.10483871	0.169354839	0.185483871	0.10483871	0.120967742	0.056451613	0.048387097	0.032258065	5.096774194	0.072580645	0.040322581	0.040322581	6.991935484	11.67741935	1.483870968	807.9762364007022	384.0739176996402	317.9193548	127.2580645	124	13.43213384	11.83032344	0.473585437	0.96124031	0.738095238	1.399820592
112	2.810810811	1.662162162	0.040540541	0.067567568	0.0	0.135135135	0.040540541	0.756756757	0.067567568	0.081081081	6.567567568	0.256756757	0.297297297	0.054054054	0.067567568	0.27027027	0.243243243	0.013513514	0.027027027	13.51351351	22.78378378	1.283783784	799.1534943978688	393.6711031646194	295.7567568	128.6351351	74	10.14326306	9.356870719	0.386065279	0.961038961	0.74	-0.196303635
113	2.59	0.04	0.02	0.03	0.01	0.04	0.02	0.12	0.16	0.2	0.25	0.08	0.15	0.05	0.06	4.76	0.21	0.03	0.04	8.18	13.42	1.57	727.9033567662827	463.8516890119024	125.42	130.76	100	12.43435244	10.67533978	0.512753213	0.917431193	0.641025641	-1.091780091
114	2.717647059	0.058823529	0.023529412	0.011764706	0.023529412	0.023529412	0.011764706	0.105882353	0.070588235	0.235294118	0.082352941	0.058823529	0.058823529	0.035294118	0.058823529	5.282352941	0.2	0.070588235	0.035294118	8.517647059	13.54117647	1.552941176	830.9296668291449	364.09175379988403	369.6941176	129.8	85	12.43531555	9.019065912	0.688455682	0.95505618	0.726495726	-0.070085384
115	3.113207547	0.056603774	0.009433962	0.009433962	0.037735849	0.056603774	0.018867925	0.075471698	0.216981132	0.094339623	0.08490566	0.150943396	0.113207547	0.009433962	0.009433962	5.283018868	0.132075472	0.0	0.056603774	8.877358491	15.09433962	1.462264151	713.8665669924612	477.60916079542403	91.94339623	131.0943396	106	12.72672118	10.95906272	0.508424571	0.963636364	0.630952381	1.500020956
116	8.418918919	0.027027027	0.054054054	0.013513514	0.0	0.108108108	0.067567568	1.77027027	0.135135135	0.148648649	0.162162162	0.581081081	0.202702703	0.054054054	0.148648649	20.18918919	0.5	0.027027027	0.148648649	10.22972973	17.59459459	1.513513514	827.5357074044971	368.6593448296843	360.1351351	131.4054054	74	11.37593799	8.723452678	0.641845829	0.925	0.747474747	0.263216673
117	5.840909091	0.068181818	0.022727273	0.011363636	0.011363636	0.045454545	0.056818182	1.715909091	0.306818182	0.25	0.284090909	0.613636364	0.386363636	0.136363636	0.136363636	14.36363636	0.352272727	0.056818182	0.147727273	8.647727273	15.67045455	1.215909091	699.6423395818947	495.35153752720413	53.53409091	136.1022727	88	12.17711995	9.985670602	0.572312664	0.830188679	0.615384615	-1.060824342
118	5.705882353	0.117647059	0.029411765	0.0	0.044117647	0.088235294	0.073529412	12.45588235	9.338235294	6.544117647	2.382352941	0.691176471	0.235294118	0.073529412	0.029411765	1.573529412	0.25	0.029411765	0.264705882	10.47058824	17.98529412	1.426470588	695.0012196962145	499.5594339656286	42.86764706	135.7941176	68	10.27610068	8.54240534	0.555841043	0.944444444	0.686868687	0.110128223
119	4.435897436	0.051282051	0.012820513	0.038461538	0.205128205	0.025641026	0.025641026	1.346153846	0.179487179	0.064102564	16.87179487	0.102564103	0.217948718	0.038461538	0.012820513	0.397435897	0.012820513	0.0	0.076923077	13.23076923	22.66666667	1.333333333	825.7916377321866	374.62858659367896	350.9487179	136.6794872	78	10.50218327	9.576571469	0.410490619	0.975	0.78	0.275512306
120	0.318584071	0.044247788	0.026548673	0.044247788	0.008849558	0.053097345	0.008849558	0.265486726	0.123893805	0.044247788	0.132743363	0.115044248	0.088495575	0.017699115	0.026548673	0.380530973	0.008849558	0.044247788	0.017699115	7.451327434	12.48672566	1.150442478	747.8066459829033	449.73121705700345	166.5309735	136.9026549	113	13.94485131	10.81922229	0.630907762	0.869230769	0.627777778	1.523455537
121	2.122807018	0.078947368	0.01754386	0.00877193	0.01754386	0.043859649	0.026315789	0.061403509	0.035087719	0.166666667	0.175438596	0.175438596	0.105263158	0.061403509	0.026315789	5.614035088	0.166666667	0.01754386	0.035087719	7.622807018	13.66666667	1.140350877	788.2916075754408	410.309153256049	262.7807018	136.254386	114	13.08125553	11.12554021	0.525983405	0.957983193	0.797202797	-0.330884239
122	3.13559322	1.779661017	0.050847458	0.050847458	0.0	0.06779661	0.050847458	0.203389831	0.118644068	0.050847458	9.728813559	0.305084746	0.06779661	0.084745763	0.016949153	0.118644068	0.237288136	0.016949153	0.016949153	15.06779661	26.16949153	1.338983051	804.9762943626174	395.24578630990754	301.0508475	137.440678	59	9.375057987	7.987942465	0.523473549	0.967213115	0.819444444	-1.280976592
123	2.512820513	0.008547009	0.017094017	0.025641026	0.017094017	0.017094017	0.042735043	0.102564103	0.179487179	0.188034188	0.188034188	0.085470085	0.085470085	0.042735043	0.11965812	4.008547009	0.136752137	0.0	0.068376068	8.418803419	14.53846154	1.47008547	821.0814889374535	380.2495936493317	338.5299145	138.025641	117	12.6542129	11.90919663	0.33805866	0.975	0.8125	1.454596361
124	2.509090909	0.063636364	0.036363636	0.009090909	0.009090909	0.045454545	0.045454545	0.1	0.090909091	0.254545455	0.163636364	0.127272727	0.209090909	0.072727273	0.027272727	4.263636364	0.372727273	0.018181818	0.027272727	8.272727273	13.17272727	1.145454545	783.988265576501	415.99776111833205	250.7818182	138.1636364	110	12.15309871	11.75752447	0.25305937	0.93220339	0.763888889	-1.153967144
125	2.818965517	0.017241379	0.0	0.051724138	0.043103448	0.025862069	0.00862069	0.094827586	0.24137931	0.267241379	0.129310345	0.163793103	0.120689655	0.025862069	0.051724138	5.49137931	0.215517241	0.017241379	0.00862069	8.25862069	13.87931034	0.99137931	721.2409617705176	476.6096951607765	102.1810345	138.5689655	116	13.58197982	11.1925947	0.566478066	0.958677686	0.69047619	-1.193631317
126	4.296296296	0.12962963	0.0	0.037037037	0.074074074	0.074074074	0.185185185	4.481481481	0.240740741	0.111111111	12.42592593	0.203703704	0.648148148	0.074074074	0.092592593	0.314814815	0.555555556	0.074074074	0.037037037	13.42592593	22.46296296	1.296296296	795.8167688798961	404.33494569013004	279.0740741	137.7962963	54	8.910755082	7.707287768	0.501871553	0.947368421	0.75	-1.386096484
127	3.036363636	1.545454545	0.018181818	0.018181818	0.018181818	0.145454545	0.018181818	0.563636364	0.2	0.054545455	9.618181818	0.181818182	0.236363636	0.145454545	0.0	0.327272727	0.181818182	0.054545455	0.018181818	15.94545455	26.87272727	1.563636364	733.9753314786506	464.9041964529461	131.6363636	139.2181818	55	10.21615558	7.914778516	0.632290245	0.785714286	0.454545455	0.938897452
128	2.65060241	1.819277108	0.012048193	0.024096386	0.048192771	0.156626506	0.024096386	0.746987952	0.048192771	0.084337349	10.77108434	0.277108434	0.108433735	0.048192771	0.048192771	0.313253012	0.120481928	0.0	0.012048193	12.0	20.5060241	1.253012048	778.664229576299	422.1858524212958	236.939759	139.4819277	83	10.41466767	10.13411682	0.230543798	0.988095238	0.754545455	1.31157306
129	3.025	0.05	0.0125	0.0125	0.025	0.025	0.0	1.9	0.0625	0.0875	16.0	0.1875	0.0875	0.025	0.0625	0.15	0.0	0.0125	0.075	12.9	21.3875	1.475	840.7587673859776	362.454145851571	383.7	139.3875	80	10.77838067	9.433133634	0.483778909	0.975609756	0.8	-0.740513582
130	4.469135802	0.049382716	0.061728395	0.012345679	0.012345679	0.012345679	0.0	1.592592593	0.222222222	0.098765432	0.962962963	0.148148148	0.283950617	2.209876543	0.024691358	2.24691358	0.074074074	0.0	2.543209877	11.64197531	18.95061728	1.481481481	692.5669788529656	505.00047051712704	33.45679012	139.6049383	81	10.99974324	9.521104684	0.500779009	0.975903614	0.736363636	0.434118674
131	5.243902439	0.048780488	0.024390244	0.06097561	0.0	0.036585366	0.073170732	2.463414634	0.195121951	0.134146341	0.073170732	0.109756098	0.134146341	1.951219512	0.073170732	14.52439024	0.524390244	0.024390244	0.036585366	12.90243902	22.53658537	1.487804878	716.2101985259687	483.6899963094005	87.64634146	141.3292683	82	11.49399838	9.157480377	0.604350675	0.953488372	0.67768595	0.693151326
132	7.375	0.25	0.125	0.0	0.020833333	0.041666667	0.083333333	5.854166667	0.270833333	0.104166667	0.75	0.291666667	0.291666667	4.708333333	0.0	6.229166667	0.3125	0.041666667	0.0625	19.83333333	31.27083333	1.5	735.2387968992705	469.6185934208312	127.625	146.5	48	9.159006441	6.673025377	0.684965773	0.941176471	0.75	0.653664893
133	10.82432432	0.162162162	0.013513514	0.027027027	0.094594595	0.391891892	0.094594595	12.58108108	3.959459459	6.743243243	0.810810811	1.054054054	0.337837838	0.067567568	0.121621622	9.202702703	0.554054054	0.027027027	1.040540541	9.716216216	16.13513514	1.405405405	799.6700569796496	408.2139181456146	279.2297297	147.1081081	74	10.59855698	9.582711999	0.42720981	0.870588235	0.672727273	-1.307369509
134	4.48	0.066666667	0.053333333	0.013333333	0.026666667	0.066666667	0.08	8.88	6.973333333	3.786666667	0.2	0.573333333	0.4	0.093333333	0.066666667	4.04	0.226666667	0.04	0.64	10.64	19.01333333	1.346666667	757.0262477794157	448.3886675562265	179.44	146.1333333	75	10.32170463	9.211606938	0.451146001	0.961538462	0.833333333	1.47577741
135	3.226890756	0.008403361	0.016806723	0.008403361	0.0	0.058823529	0.016806723	0.058823529	0.134453782	0.176470588	0.18487395	0.109243697	0.218487395	0.100840336	0.033613445	5.798319328	0.193277311	0.008403361	0.050420168	8.966386555	15.06722689	0.87394958	732.0318196637362	474.53645241509105	117.8823529	148.7563025	119	13.76551812	11.22396978	0.578942328	0.937007874	0.704142012	0.54127341
136	1.990384615	0.028846154	0.028846154	0.067307692	0.009615385	0.048076923	0.019230769	1.288461538	0.307692308	0.105769231	0.336538462	0.086538462	0.153846154	0.759615385	0.057692308	3.769230769	0.163461538	0.028846154	0.009615385	14.13461538	23.14423077	1.096153846	796.352372143224	414.16263275836604	268.1346154	150.5	104	12.0897598	10.99692605	0.415470482	0.971962617	0.722222222	0.01829739
137	2.618705036	0.007194245	0.0	0.014388489	0.021582734	0.0	0.035971223	0.100719424	0.172661871	0.172661871	0.338129496	0.287769784	0.215827338	0.028776978	0.079136691	5.863309353	0.258992806	0.0	0.043165468	7.143884892	12.55395683	1.294964029	829.0429537495306	382.26741694441273	345.9280576	149.8992806	139	13.82366065	12.85556692	0.367639583	0.972027972	0.763736264	0.755722772
138	2.275362319	0.072463768	0.014492754	0.0	0.057971014	0.0	0.0	0.144927536	0.144927536	0.173913043	0.028985507	0.217391304	0.028985507	0.057971014	0.043478261	4.0	0.217391304	0.014492754	0.086956522	9.246376812	15.57971014	1.101449275	723.1536941806831	486.03685454606966	93.4057971	152.4057971	69	10.91119058	8.585186336	0.617177473	0.907894737	0.696969697	0.237027117
139	3.132743363	0.026548673	0.0	0.008849558	0.0	0.017699115	0.017699115	0.07079646	0.123893805	0.14159292	0.079646018	0.132743363	0.088495575	0.03539823	0.03539823	5.672566372	0.194690265	0.017699115	0.03539823	9.89380531	17.53982301	1.123893805	727.5535672644835	481.0616256115848	104.6814159	151.4867257	113	13.02188313	11.14459678	0.517247221	0.957627119	0.784722222	0.857905194
140	2.350746269	0.02238806	0.02238806	0.0	0.007462687	0.007462687	0.02238806	0.246268657	0.21641791	0.253731343	0.067164179	0.104477612	0.097014925	0.067164179	0.067164179	4.007462687	0.089552239	0.014925373	0.082089552	7.574626866	11.97014925	1.194029851	699.8788513743247	509.0207083042836	37.69402985	153.1716418	134	13.22138578	13.05563405	0.157848378	0.943661972	0.736263736	0.85973186
141	2.453608247	0.030927835	0.072164948	0.030927835	0.010309278	0.010309278	0.041237113	0.072164948	1.731958763	2.103092784	0.051546392	0.113402062	0.113402062	0.041237113	0.041237113	5.494845361	0.18556701	0.020618557	0.010309278	9.618556701	16.10309278	1.18556701	715.7904572047291	493.3931067222718	75.68041237	152.7525773	97	14.86947576	8.717589288	0.81011272	0.889908257	0.746153846	-0.329987111
142	0.733333333	0.025	0.033333333	0.033333333	0.008333333	0.05	0.008333333	0.016666667	0.1	0.016666667	0.133333333	0.083333333	0.016666667	0.025	0.025	0.758333333	0.016666667	0.025	0.066666667	11.65833333	19.00833333	1.141666667	849.7363834056405	366.5803020388053	389.8583333	155.05	120	12.64996427	12.10030135	0.29157404	0.967741935	0.710059172	0.067339003
143	2.234234234	0.018018018	0.036036036	0.018018018	0.027027027	0.027027027	0.108108108	0.108108108	0.189189189	0.153153153	0.099099099	0.135135135	0.099099099	0.036036036	0.018018018	5.279279279	0.144144144	0.009009009	0.027027027	8.855855856	14.11711712	1.306306306	711.8609997774186	498.32307032524994	65.03603604	154.1711712	111	14.51498288	10.10202586	0.718068641	0.932773109	0.720779221	-0.207142271
144	4.355263158	0.0	0.052631579	0.039473684	0.052631579	0.013157895	0.105263158	4.092105263	0.223684211	0.131578947	0.039473684	0.052631579	0.236842105	2.289473684	0.065789474	9.868421053	0.394736842	0.026315789	2.881578947	16.92105263	28.47368421	1.184210526	721.1770981400875	491.2475082631312	84.82894737	156.4736842	76	10.53806033	9.2705849	0.475484627	0.95	0.690909091	0.236437312
145	4.130434783	0.115942029	0.028985507	0.0	0.014492754	0.086956522	0.072463768	6.492753623	0.15942029	0.043478261	0.130434783	0.014492754	0.31884058	1.420289855	0.086956522	10.17391304	0.275362319	0.014492754	1.898550725	17.08695652	29.17391304	0.971014493	761.1730228006822	456.29558485425065	175.2028986	160.7391304	69	9.794809987	8.966667263	0.402429765	0.945205479	0.766666667	-0.080156322
146	6.157142857	0.057142857	0.014285714	0.042857143	0.342857143	0.0	0.071428571	3.914285714	0.114285714	0.057142857	0.2	0.057142857	0.085714286	1.585714286	0.028571429	8.957142857	0.357142857	0.0	0.042857143	14.74285714	25.31428571	1.342857143	698.4627062030534	517.0567633470012	26.47142857	161.3714286	70	10.16552342	8.75942005	0.50745341	0.985915493	0.777777778	1.495413922
147	2.75	0.057692308	0.028846154	0.038461538	0.0	0.009615385	0.057692308	0.086538462	0.173076923	0.201923077	0.028846154	0.230769231	0.230769231	0.086538462	0.038461538	4.894230769	0.173076923	0.048076923	0.048076923	9.826923077	17.14423077	1.086538462	729.8641701476968	488.3871256248852	98.875	163.2115385	104	12.48682835	10.92094262	0.484850582	0.920353982	0.727272727	0.161226244
148	2.418367347	0.020408163	0.010204082	0.051020408	0.020408163	0.051020408	0.040816327	0.132653061	0.12244898	0.112244898	0.12244898	0.173469388	0.091836735	0.010204082	0.040816327	5.948979592	0.112244898	0.010204082	0.030612245	8.795918367	15.33673469	1.020408163	790.8645145951976	430.0349508858219	242.6632653	163.5204082	98	13.02162801	9.961352364	0.64404789	0.91588785	0.583333333	0.408931604
149	7.954545455	0.090909091	0.0	0.015151515	0.0	0.242424242	0.060606061	1.53030303	0.166666667	0.303030303	0.212121212	0.636363636	0.439393939	0.045454545	0.075757576	19.07575758	0.606060606	0.03030303	0.181818182	11.5	19.56060606	1.212121212	734.2339875318191	483.8934325608612	109.5454545	162.8484848	66	10.34731554	8.601583529	0.55584421	0.904109589	0.733333333	-0.926042711
150	2.756756757	1.932432432	0.040540541	0.0	0.0	0.027027027	0.067567568	4.635135135	0.162162162	0.27027027	11.32432432	0.108108108	0.162162162	0.027027027	0.013513514	0.243243243	0.081081081	0.013513514	0.094594595	11.67567568	19.7972973	1.243243243	811.4198149635749	410.99675805992115	290.3783784	164.3918919	74	9.864093962	9.608852037	0.226013632	0.973684211	0.74	0.451654144
